"","NUMBER","ACC","PAGE","Author","Year","Title","DOI","Location","Biome","Landscape","Lower_diversity_guild","Higher_diversity_guilds","Plant species family","Plant species","Pollinator variable measure","Reproductive succes measure","Response","Nc visits","Nt visits","Escala_visitas","Nc sp. Poll","Nt sp. Poll","Obs/Exp","N","Escala N","N control","N treat","Measure used","Value","df","valueC","valueT","Unidad","seC","seT","Visitas C","Visitas T","Unidad de tiempo de visitas","Country","Obs","Tiempo muestreo","Genus"
"596",NA,NA,17,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Lotus corniculatus","Pollinator species richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"18.600000000000001","13.3",NA,"0.24","0.19",NA,NA,NA,"Canada",NA,NA,"Lotus"
"597",NA,NA,18,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Lotus corniculatus","Pollinator species richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"14.5","11.6",NA,"0.11","0.08",NA,NA,NA,"Canada",NA,NA,"Lotus"
"598",NA,NA,19,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Securigera varia","Pollinator species richness","fruit number",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"2.6","0.9",NA,"0.53","0.21",NA,NA,NA,"Canada",NA,NA,"Securigera"
"599",NA,NA,20,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Securigera varia","Pollinator species richness","fruit number",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"7","5.9",NA,"0.19","0.17",NA,NA,NA,"Canada",NA,NA,"Securigera"
"600",NA,NA,21,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Securigera varia","Pollinator species richness","fruit number",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"7","5.5",NA,"0.17","0.14000000000000001",NA,NA,NA,"Canada",NA,NA,"Securigera"
"601",NA,NA,22,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Securigera varia","Pollinator species richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"1.7","0.99",NA,"0.08","9.6000000000000002E-2",NA,NA,NA,"Canada",NA,NA,"Securigera"
"602",NA,NA,23,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Securigera varia","Pollinator species richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"2.8","2.8",NA,"0.13","0.12",NA,NA,NA,"Canada",NA,NA,"Securigera"
"603",NA,NA,24,"Richards, Ken W.",2019,"Effectiveness of the alfalfa leafcutter bee Megachile rotundata Fab. to pollinate four perennial legumes","10.1080/00218839.2019.1655180","Lethbridge","Temperate Grasslands, Savannas & Shrublands","Experimental","sp1","open.allvisitors","Fabaceae","Securigera varia","Pollinator species richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",240,"raceme",120,120,NA,NA,NA,"2.4","1.7",NA,"0.11","0.08",NA,NA,NA,"Canada",NA,NA,"Securigera"
"604","3094",150,1,"Robertson, A. W.; Ladley, J. J.; Kelly, D.",2005,"Effectiveness of short-tongued bees as pollinators of apparently ornithophilous New Zealand mistletoes","10.1111/j.1442-9993.2005.01474.x","Wakefield","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Loranthaceae","Peraxilla  colensoi","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",12,"plant",6,6,NA,NA,NA,"20.9","10.7","%",NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Peraxilla"
"605",NA,NA,2,"Robertson, A. W.; Ladley, J. J.; Kelly, D.",2005,"Effectiveness of short-tongued bees as pollinators of apparently ornithophilous New Zealand mistletoes","10.1111/j.1442-9993.2005.01474.x","Ohau","Montane Grasslands & Shrublands","Forest","Vertebrate Diurnal flying exclusion","all visitors","Loranthaceae","Peraxilla tetrapetala","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",14,"plant",7,7,NA,NA,NA,"30.9","29.4","%",NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Peraxilla"
"606",NA,NA,3,"Robertson, A. W.; Ladley, J. J.; Kelly, D.",2005,"Effectiveness of short-tongued bees as pollinators of apparently ornithophilous New Zealand mistletoes","10.1111/j.1442-9993.2005.01474.x","Craigieburn","Montane Grasslands & Shrublands","Forest","Vertebrate Diurnal flying exclusion","all visitors","Loranthaceae","Peraxilla tetrapetala","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",16,"plant",10,6,NA,NA,NA,"20.8","41.7","%",NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Peraxilla"
"607",NA,NA,4,"Robertson, A. W.; Ladley, J. J.; Kelly, D.",2005,"Effectiveness of short-tongued bees as pollinators of apparently ornithophilous New Zealand mistletoes","10.1111/j.1442-9993.2005.01474.x","Craigieburn","Montane Grasslands & Shrublands","Forest","Vertebrate Diurnal flying exclusion","all visitors","Loranthaceae","Peraxilla tetrapetala","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",10,"plant",6,4,NA,NA,NA,"39.5","18.5","%",NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Peraxilla"
"608","3116",151,1,"Rodriguez-Oseguera, A. G.; Casas, A.; Herrerias-Diego, Y.; Perez-Negron, E.",2013,"Effect of habitat disturbance on pollination biology of the columnar cactus Stenocereus quevedonis at landscape-level in central Mexico","10.1111/j.1438-8677.2012.00657.x","La Pitirera","Tropical & Subtropical Dry Broadleaf Forests","Forest","Diurnal exclusion","all visitors","Cactaceae","Stenocereus quevedonis","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",30,"flower",15,15,NA,NA,NA,"40","6.7","%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus"
"609",NA,NA,2,"Rodriguez-Oseguera, A. G.; Casas, A.; Herrerias-Diego, Y.; Perez-Negron, E.",2013,"Effect of habitat disturbance on pollination biology of the columnar cactus Stenocereus quevedonis at landscape-level in central Mexico","10.1111/j.1438-8677.2012.00657.x","La Pitirera","Tropical & Subtropical Dry Broadleaf Forests","Forest","Nocturnal exclusion","all visitors","Cactaceae","Stenocereus quevedonis","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",30,"flower",15,15,NA,NA,NA,"40","0","%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus"
"610",NA,NA,3,"Rodriguez-Oseguera, A. G.; Casas, A.; Herrerias-Diego, Y.; Perez-Negron, E.",2013,"Effect of habitat disturbance on pollination biology of the columnar cactus Stenocereus quevedonis at landscape-level in central Mexico","10.1111/j.1438-8677.2012.00657.x","La Pitirera","Tropical & Subtropical Dry Broadleaf Forests","Forest","Diurnal exclusion","all visitors","Cactaceae","Stenocereus quevedonis","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",40,"flower",20,20,NA,NA,NA,"65","65","%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus"
"611",NA,NA,4,"Rodriguez-Oseguera, A. G.; Casas, A.; Herrerias-Diego, Y.; Perez-Negron, E.",2013,"Effect of habitat disturbance on pollination biology of the columnar cactus Stenocereus quevedonis at landscape-level in central Mexico","10.1111/j.1438-8677.2012.00657.x","La Pitirera","Tropical & Subtropical Dry Broadleaf Forests","Forest","Nocturnal exclusion","all visitors","Cactaceae","Stenocereus quevedonis","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",40,"flower",20,20,NA,NA,NA,"65","5","%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus"
"612",NA,NA,5,"Rodriguez-Oseguera, A. G.; Casas, A.; Herrerias-Diego, Y.; Perez-Negron, E.",2013,"Effect of habitat disturbance on pollination biology of the columnar cactus Stenocereus quevedonis at landscape-level in central Mexico","10.1111/j.1438-8677.2012.00657.x","La Pitirera","Tropical & Subtropical Dry Broadleaf Forests","Forest","Diurnal exclusion","all visitors","Cactaceae","Stenocereus quevedonis","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",6152,"ovule",3076,3076,NA,NA,NA,"47.6","35.4","%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus"
"613",NA,NA,6,"Rodriguez-Oseguera, A. G.; Casas, A.; Herrerias-Diego, Y.; Perez-Negron, E.",2013,"Effect of habitat disturbance on pollination biology of the columnar cactus Stenocereus quevedonis at landscape-level in central Mexico","10.1111/j.1438-8677.2012.00657.x","La Pitirera","Tropical & Subtropical Dry Broadleaf Forests","Forest","Nocturnal exclusion","all visitors","Cactaceae","Stenocereus quevedonis","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",6152,"ovule",3076,3076,NA,NA,NA,"47.6","0","%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus"
"614",NA,NA,7,"Rodriguez-Oseguera, A. G.; Casas, A.; Herrerias-Diego, Y.; Perez-Negron, E.",2013,"Effect of habitat disturbance on pollination biology of the columnar cactus Stenocereus quevedonis at landscape-level in central Mexico","10.1111/j.1438-8677.2012.00657.x","La Pitirera","Tropical & Subtropical Dry Broadleaf Forests","Forest","Diurnal exclusion","all visitors","Cactaceae","Stenocereus quevedonis","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",3198,"ovule",1599,1599,NA,NA,NA,"76.900000000000006","100","%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus"
"615",NA,NA,8,"Rodriguez-Oseguera, A. G.; Casas, A.; Herrerias-Diego, Y.; Perez-Negron, E.",2013,"Effect of habitat disturbance on pollination biology of the columnar cactus Stenocereus quevedonis at landscape-level in central Mexico","10.1111/j.1438-8677.2012.00657.x","La Pitirera","Tropical & Subtropical Dry Broadleaf Forests","Forest","Nocturnal exclusion","all visitors","Cactaceae","Stenocereus quevedonis","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",3198,"ovule",1599,1599,NA,NA,NA,"76.900000000000006","74.400000000000006","%",NA,NA,NA,NA,NA,"Mexico",NA,NA,"Stenocereus"
"616","3125",152,1,"Rodriguez-Rodriguez, Maria C.; Valido, Alfredo",2008,"OPPORTUNISTIC NECTAR-FEEDING BIRDS ARE EFFECTIVE POLLINATORS OF BIRD-FLOWERS FROM CANARY ISLANDS: EXPERIMENTAL EVIDENCE FROM ISOPLEXIS CANARIENSIS (SCROPHULARIACEAE)","10.3732/ajb.0800055","Teno Rural Park","Mediterranean Forests, Woodlands & Scrub","Forest","Vertebrate No-Flying exclusion","all visitors","Scrophulariaceae","Isoplexis canariensis","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",555,"flower",286,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canary Islands (Spain)",NA,NA,"Isoplexis"
"617","3126",153,1,"Rodriguez-Rodriguez, Maria C.; Valido, Alfredo",2011,"CONSEQUENCES OF PLANT-POLLINATOR AND FLORAL-HERBIVORE INTERACTIONS ON THE REPRODUCTIVE SUCCESS OF THE CANARY ISLANDS ENDEMIC CANARINA CANARIENSIS (CAMPANULACEAE)","10.3732/ajb.1100146","Teno Rural Park and Anaga","Mediterranean Forests, Woodlands & Scrub","Forest","Vertebrate Diurnal flying exclusion","all visitors","Campanulaceae","Canarina canariensis","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",120,"individual",60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canary Islands (Spain)",NA,NA,"Canarina"
"618",NA,NA,2,"Rodriguez-Rodriguez, Maria C.; Valido, Alfredo",2011,"CONSEQUENCES OF PLANT-POLLINATOR AND FLORAL-HERBIVORE INTERACTIONS ON THE REPRODUCTIVE SUCCESS OF THE CANARY ISLANDS ENDEMIC CANARINA CANARIENSIS (CAMPANULACEAE)","10.3732/ajb.1100146","Teno Rural Park and Anaga","Mediterranean Forests, Woodlands & Scrub","Forest","Vertebrate No-flying exclusion","all visitors","Campanulaceae","Canarina canariensis","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",120,"individual",60,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canary Islands (Spain)",NA,NA,"Canarina"
"619",NA,NA,3,"Rodriguez-Rodriguez, Maria C.; Valido, Alfredo",2011,"CONSEQUENCES OF PLANT-POLLINATOR AND FLORAL-HERBIVORE INTERACTIONS ON THE REPRODUCTIVE SUCCESS OF THE CANARY ISLANDS ENDEMIC CANARINA CANARIENSIS (CAMPANULACEAE)","10.3732/ajb.1100147","Teno Rural Park and Anaga","Mediterranean Forests, Woodlands & Scrub","Forest","Vertebrate Diurnal flying exclusion","all visitors","Campanulaceae","Canarina canariensis","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",24,"fruit",19,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canary Islands (Spain)",NA,NA,"Canarina"
"620",NA,NA,4,"Rodriguez-Rodriguez, Maria C.; Valido, Alfredo",2011,"CONSEQUENCES OF PLANT-POLLINATOR AND FLORAL-HERBIVORE INTERACTIONS ON THE REPRODUCTIVE SUCCESS OF THE CANARY ISLANDS ENDEMIC CANARINA CANARIENSIS (CAMPANULACEAE)","10.3732/ajb.1100147","Teno Rural Park and Anaga","Mediterranean Forests, Woodlands & Scrub","Forest","Vertebrate No-flying exclusion","all visitors","Campanulaceae","Canarina canariensis","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",29,"fruit",19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Canary Islands (Spain)",NA,NA,"Canarina"
"621","3134",154,1,"Rogers, Shelley R.; Tarpy, David R.; Burrack, Hannah J.",2014,"Bee Species Diversity Enhances Productivity and Stability in a Perennial Crop","10.1371/journal.pone.0097307","Southeastern North Carolina","Temperate Grasslands, Savannas & Shrublands","Agricultural",NA,"wild bees","Ericaceae","Vaccinium corymbosum","Wild bee species richness","seed set","positive",NA,NA,NA,NA,NA,"Obs",23,"sampling plot",NA,NA,"F","11.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,"USA",NA,NA,"Vaccinium"
"622","3173",155,1,"Rundloef, Maj; Lundin, Ola; Bommarco, Riccardo",2018,"Annual flower strips support pollinators and potentially enhance red clover seed yield","10.1002/ece3.4330","Östergötland and Skåne","Temperate Broadleaf & Mixed Forests","Agricultural",NA,"Bumble bees","Fabaceae","Trifolium pratense","Bumble bee species richness","seed yield (kg/ha)","neutral",NA,NA,NA,NA,NA,"Obs",50,"field",NA,NA,"F","0.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",NA,NA,"Trifolium"
"623","3186",156,1,"Ryder, Jordan T.; Cherrill, Andrew; Prew, Richard; Shaw, Jenna; Thorbek, Pernille; Walters, Keith F. A.",2020,"Impact of enhanced Osmia bicornis (Hymenoptera: Megachilidae) populations on pollination and fruit quality in commercial sweet cherry (Prunus avium L.) orchards","10.1080/00218839.2019.1654062","Herefordshire","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Prunus avium","Pollinator species richness","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",154,NA,NA,NA,"z","0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK",NA,NA,"Prunus"
"624",NA,NA,2,"Ryder, Jordan T.; Cherrill, Andrew; Prew, Richard; Shaw, Jenna; Thorbek, Pernille; Walters, Keith F. A.",2020,"Impact of enhanced Osmia bicornis (Hymenoptera: Megachilidae) populations on pollination and fruit quality in commercial sweet cherry (Prunus avium L.) orchards","10.1080/00218839.2019.1654062","Herefordshire","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Prunus avium","Pollinator species richness","fruit set","negative",NA,NA,NA,NA,NA,"Exp",81,NA,NA,NA,"z","-8.76",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK",NA,NA,"Prunus"
"625",NA,NA,3,"Ryder, Jordan T.; Cherrill, Andrew; Prew, Richard; Shaw, Jenna; Thorbek, Pernille; Walters, Keith F. A.",2020,"Impact of enhanced Osmia bicornis (Hymenoptera: Megachilidae) populations on pollination and fruit quality in commercial sweet cherry (Prunus avium L.) orchards","10.1080/00218839.2019.1654062","Herefordshire","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Prunus avium","Pollinator species richness","fruit number","neutral",NA,NA,NA,NA,NA,"Exp",40,"tree",NA,NA,"t","0.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK",NA,NA,"Prunus"
"626",NA,NA,4,"Ryder, Jordan T.; Cherrill, Andrew; Prew, Richard; Shaw, Jenna; Thorbek, Pernille; Walters, Keith F. A.",2020,"Impact of enhanced Osmia bicornis (Hymenoptera: Megachilidae) populations on pollination and fruit quality in commercial sweet cherry (Prunus avium L.) orchards","10.1080/00218839.2019.1654062","Herefordshire","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Prunus avium","Pollinator species richness","fruit number","negative",NA,NA,NA,NA,NA,"Exp",40,"tree",NA,NA,"t","-2.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK",NA,NA,"Prunus"
"627","3195",157,1,"Saeed, Shafqat; Naqqash, Muhammad Nadir; Jaleel, Waqar; Saeed, Qamar; Ghouri, Fozia",2016,"The effect of blow flies (Diptera: Calliphoridae) on the size and weight of mangos (Mangifera indica L.)","10.7717/peerj.2076","Multán","Deserts & Xeric Shrublands","Agricultural","blow flies","all visitors","Anacardiaceae","Mangifera indica","Pollinator guild diversity","fruit size",NA,NA,NA,NA,NA,NA,"Exp",6,"tree",3,3,NA,NA,NA,"5.06","3.94",NA,"0.17","0.17",NA,NA,NA,"Pakistan",NA,NA,"Mangifera"
"628",NA,NA,2,"Saeed, Shafqat; Naqqash, Muhammad Nadir; Jaleel, Waqar; Saeed, Qamar; Ghouri, Fozia",2016,"The effect of blow flies (Diptera: Calliphoridae) on the size and weight of mangos (Mangifera indica L.)","10.7717/peerj.2076","Multán","Deserts & Xeric Shrublands","Agricultural","blow flies","all visitors","Anacardiaceae","Mangifera indica","Pollinator guild diversity","fruit weight",NA,NA,NA,NA,NA,NA,"Exp",6,"tree",3,3,NA,NA,NA,"210.20","180.61",NA,"8.04","8.38",NA,NA,NA,"Pakistan",NA,NA,"Mangifera"
"629","3203",158,1,"Sahley, C. T.",1996,"Bat and hummingbird pollination of an autotetraploid columnar cactus, Weberbauerocereus weberbaueri (Cactaceae)","10.2307/2446118","Arequipa","Deserts & Xeric Shrublands","Shrubland","Diurnal exclusion","all visitors","Cactaceae","Weberbauerocereus weberbaueri","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",87,"flower",44,43,NA,NA,NA,"35","48","%",NA,NA,NA,NA,NA,"Perú",NA,NA,"Weberbauerocereus"
"630",NA,NA,2,"Sahley, C. T.",1996,"Bat and hummingbird pollination of an autotetraploid columnar cactus, Weberbauerocereus weberbaueri (Cactaceae)","10.2307/2446118","Arequipa","Deserts & Xeric Shrublands","Shrubland","Nocturnal exclusion","all visitors","Cactaceae","Weberbauerocereus weberbaueri","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",90,"flower",44,46,NA,NA,NA,"35","37","%",NA,NA,NA,NA,NA,"Perú",NA,NA,"Weberbauerocereus"
"631",NA,NA,3,"Sahley, C. T.",1996,"Bat and hummingbird pollination of an autotetraploid columnar cactus, Weberbauerocereus weberbaueri (Cactaceae)","10.2307/2446119","Arequipa","Deserts & Xeric Shrublands","Shrubland","Invertebrate Nocturnal Wild Flying","all visitors","Cactaceae","Weberbauerocereus weberbaueri","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",83,"flower",44,39,NA,NA,NA,"35","31","%",NA,NA,NA,NA,NA,"Perú",NA,NA,"Weberbauerocereus"
"632",NA,NA,4,"Sahley, C. T.",1996,"Bat and hummingbird pollination of an autotetraploid columnar cactus, Weberbauerocereus weberbaueri (Cactaceae)","10.2307/2446119","Arequipa","Deserts & Xeric Shrublands","Shrubland","Invertebrate Diurnal Wild Flying","all visitors","Cactaceae","Weberbauerocereus weberbaueri","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",86,"flower",44,42,NA,NA,NA,"35","20","%",NA,NA,NA,NA,NA,"Perú",NA,NA,"Weberbauerocereus"
"633",NA,NA,5,"Sahley, C. T.",1996,"Bat and hummingbird pollination of an autotetraploid columnar cactus, Weberbauerocereus weberbaueri (Cactaceae)","10.2307/2446120","Arequipa","Deserts & Xeric Shrublands","Shrubland","Vertebrate Nocturnal flying exclusion","nocturnal visitors","Cactaceae","Weberbauerocereus weberbaueri","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",82,"flower",43,39,NA,NA,NA,"48","31","%",NA,NA,NA,NA,NA,"Perú",NA,NA,"Weberbauerocereus"
